UUID;Teste automático;Modo;Tratamento;Tabela (Modbus);Tipo (Modbus);Registrador (Modbus);Tipo (DNP3);Índice (DNP3);Limite inferior;Limite superior;Valor default;Divisor;Unidade pt;Unidade en;Unidade es;Conversão pt;Conversão en;Conversão es;Opcional;Condicional;Nível de acesso;Descrição pt;Descrição en;Descrição es;Display pt;Display en;Display es;Observações;Funcionalidade pt;Funcionalidade en;Funcionalidade es;Grupo pt;Grupo en;Grupo es;Classificação;Gráfico rápido;Histórico de dados;IEC 61850;Link;CDC;;UUID;Display pt
3576e70b4279454aab8561dce480ce9e;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50010;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de cálculo da temperatura do Enrolamento 2;;;;;;;;;;;;;;;;;;;;82ca6ea41ede4d0ebe5fc0bdad9b8b73;
7e077a7cda9841ab9179d77880b7281d;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50011;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de cálculo da temperatura do Enrolamento 3;;;;;;;;;;;;;;;;;;;;3576e70b4279454aab8561dce480ce9e;
ddabc8a411f246f59a529507fee572d4;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50012;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de medição do TC1;;;;;;;;;;;;;;;;;;;;7e077a7cda9841ab9179d77880b7281d;
180e39da44ee4279900fe281d5c74f06;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50013;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de medição do TC2;;;;;;;;;;;;;;;;;;;;ddabc8a411f246f59a529507fee572d4;
586131a63a494b0c9fcbf1c400692c58;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50014;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de medição do TC3;;;;;;;;;;;;;;;;;;;;180e39da44ee4279900fe281d5c74f06;
fe783cf9e3e64dce8cd8254027efb5cf;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50015;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de cálculo do TC1;;;;;;;;;;;;;;;;;;;;586131a63a494b0c9fcbf1c400692c58;
a17186dbb55a4d66b1bace0c9e70b1e0;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50016;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de cálculo do TC2;;;;;;;;;;;;;;;;;;;;fe783cf9e3e64dce8cd8254027efb5cf;
7cd3c2b737604d4d9b7bbb001d5e25d9;1;R;Bit;TabLeituraBinIntGenerica;Discrete input;50017;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Uso interno;Erro de overflow de cálculo do TC3;;;;;;;;;;;;;;;;;;;;a17186dbb55a4d66b1bace0c9e70b1e0;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7cd3c2b737604d4d9b7bbb001d5e25d9;
b1d9e60abbeb41e3883a0c663a51daaa;1;R;16;TabLeituraIntGenerica;Input register;50000;;;-32768;32767;10;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do RTD1;;;;;;;;;;;;;;;;;;;;;
954a02c40f9347bf999c80d2f2a49749;1;R;16;TabLeituraIntGenerica;Input register;50001;;;-32768;32767;10;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do RTD2;;;;;;;;;;;;;;;;;;;;b1d9e60abbeb41e3883a0c663a51daaa;
a2a07386f7a84d65ac08e88e7ff09989;1;R;16;TabLeituraIntGenerica;Input register;50002;;;-32768;32767;10;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do óleo;;;;;;;;;;;;;;;;;;;;954a02c40f9347bf999c80d2f2a49749;
f7ba7295485a4115ad7115ed04fbd646;1;R;16;TabLeituraIntGenerica;Input register;50003;;;-32768;32767;10;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do Enrolamento 1;;;;;;;;;;;;;;;;;;;;a2a07386f7a84d65ac08e88e7ff09989;
72981d732853458dada5e3cfb32c9a0b;1;R;16;TabLeituraIntGenerica;Input register;50004;;;-32768;32767;10;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do Enrolamento 2;;;;;;;;;;;;;;;;;;;;f7ba7295485a4115ad7115ed04fbd646;
4e50e321461145b8b94789c4be48a86e;1;R;16;TabLeituraIntGenerica;Input register;50005;;;-32768;32767;10;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do Enrolamento 3;;;;;;;;;;;;;;;;;;;;72981d732853458dada5e3cfb32c9a0b;
3d3cb84c3509411b98a4751a230ba744;1;R;16;TabLeituraIntGenerica;Input register;50006;;;-32768;32767;100;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do TC 1;;;;;;;;;;;;;;;;;;;;4e50e321461145b8b94789c4be48a86e;
8013c047eb0b45848fdbf9a4cd09da0a;1;R;16;TabLeituraIntGenerica;Input register;50007;;;-32768;32767;100;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do TC 2;;;;;;;;;;;;;;;;;;;;3d3cb84c3509411b98a4751a230ba744;
cf0d7da0dd2a4b1fb3be3dc8edfac317;1;R;16;TabLeituraIntGenerica;Input register;50008;;;-32768;32767;100;1;;;;;;;;;Uso interno;Temperatura que gerou o erro de overflow do TC 3;;;;;;;;;;;;;;;;;;;;8013c047eb0b45848fdbf9a4cd09da0a;
36ff5121d3404095a9595ae63d6ffbe4;1;R;16;TabLeituraIntGenerica;Input register;50009;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 0 - 15);;;;;;;;;;;;;;;;;;;;cf0d7da0dd2a4b1fb3be3dc8edfac317;
b24e12bc0ef546acba882d114dad2ec1;1;R;16;TabLeituraIntGenerica;Input register;50010;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 16 - 31);;;;;;;;;;;;;;;;;;;;36ff5121d3404095a9595ae63d6ffbe4;
d031ea9ffb8c454092c77c7c5b4dac3f;1;R;16;TabLeituraIntGenerica;Input register;50011;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 32 - 47);;;;;;;;;;;;;;;;;;;;b24e12bc0ef546acba882d114dad2ec1;
6bc9b86e4156480eb607d0f166da61bd;1;R;16;TabLeituraIntGenerica;Input register;50012;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 48 - 63);;;;;;;;;;;;;;;;;;;;d031ea9ffb8c454092c77c7c5b4dac3f;
de58e08d21b347eabdca936d08c8a418;1;R;16;TabLeituraIntGenerica;Input register;50013;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 64 - 79);;;;;;;;;;;;;;;;;;;;6bc9b86e4156480eb607d0f166da61bd;
7512d37274794405aeaf134313af9145;1;R;16;TabLeituraIntGenerica;Input register;50014;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 80 - 95);;;;;;;;;;;;;;;;;;;;de58e08d21b347eabdca936d08c8a418;
771864615caf4c0d8b480ab46e505c96;1;R;16;TabLeituraIntGenerica;Input register;50015;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 96 - 111);;;;;;;;;;;;;;;;;;;;7512d37274794405aeaf134313af9145;
cead8970f5fc42509f002fe5ee14f47a;1;R;16;TabLeituraIntGenerica;Input register;50016;;;0;65535;0;1;;;;;;;;;Uso interno;Detalhamento do erro de parametrização (Menu 112 - 127);;;;;;;;;;;;;;;;;;;;771864615caf4c0d8b480ab46e505c96;
d0aebcbcddc747cb819b59578419dc87;1;R;16;TabLeituraIntGenerica;Input register;50017;;;0;65535;0;1;;;;;;;;;Uso interno;Commit de referência da versão (parte alta);;;;;;;;;;;;;;;;;;;;cead8970f5fc42509f002fe5ee14f47a;
1d5de3d82bdb499697c6342d7fbca9d8;1;R;16;TabLeituraIntGenerica;Input register;50018;;;0;65535;0;1;;;;;;;;;Uso interno;Commit de referência da versão (parte baixa);;;;;;;;;;;;;;;;;;;;d0aebcbcddc747cb819b59578419dc87;
3e6093db6015486880ac227b923c2586;1;R;16;TabLeituraIntGenerica;Input register;50019;;;0;65535;0;1;;;;;;;;;Uso interno;Quantidade de escritas na Flash;;;;;;;;;;;;;;;;;;;;1d5de3d82bdb499697c6342d7fbca9d8;
8395ec4eb5424b51ae87044d344bf1a2;1;R;16;TabLeituraIntGenerica;Input register;50020;;;0;65535;0;1;;;;;;;;;Uso interno;Contador de colisões detectadas no barramento I2C;;;;;;;;;;;;;;;;;;;;3e6093db6015486880ac227b923c2586;
97393a5c667442ab83a497d449b333ad;1;R;16;TabLeituraIntGenerica;Input register;50021;;;0;65535;0;1;;;;;;;;;Uso interno;Contador de NACKs detectados no barramento I2C;;;;;;;;;;;;;;;;;;;;8395ec4eb5424b51ae87044d344bf1a2;
ec136442bcac4e8186b33124709be998;1;R;16;TabLeituraIntGenerica;Input register;50022;;;0;65535;0;1;s;s;;;;;;;Uso interno;Tempo restante de acesso de escrita via USB;;;;;;;;;;;;;;;;;;;;97393a5c667442ab83a497d449b333ad;
332ddb33f6164229bafcd93bf96a7c13;1;R;16;TabLeituraIntGenerica;Input register;50023;;;0;65535;5;1;;;;;;;;;Uso interno;Tentativas restantes para desbloqueio da escrita via USB;;;;;;;;;;;;;;;;;;;;;
adf058e02364443c8729bdcd6340788f;1;R;16;TabLeituraIntGenerica;Input register;50024;;;0;65535;0;1;min;min;;;;;;;Uso interno;Tempo restante de violação de acesso da USB;;;;;;;;;;;;;;;;;;;;9b260cbcc2214313a123eeead15f7858;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7a251f42752e43d9ad2da8189957c482;
9b260cbcc2214313a123eeead15f7858;1;R;16;TabLeituraLogControl;Input register;51000;;;0;9999;60;1;min;min;;;;;MMEM;;Log de massa/Privado;Tempo para gravação da memória de massa;;;;;;;;;;;;;;;;;;;;9b03dcc800664914a677a22e552d1029;
7a251f42752e43d9ad2da8189957c482;1;R;16;TabLeituraLogControl;Input register;51001;;;0;70;0;1;;;;;;;MMEM;;Log de massa/Privado;Quantidade de variáveis por página de memória de massa;;;;;;;;;;;;;;;;;;;;021714d76a6e4933bce6333a3a846f88;
9b03dcc800664914a677a22e552d1029;1;R;16;TabLeituraLogControl;Input register;51002;;;0;24868;0;1;;;;;;;MMEM;;Log de massa/Privado;Quantidade de registros de memória de massa disponível;;;;;;;;;;;;;;;;;;;;4ac33e9f479149aca1f877f2a4d92257;
021714d76a6e4933bce6333a3a846f88;1;R;16;TabLeituraLogControl;Input register;51003;;;0;24868;0;1;;;;;;;MMEM;;Log de massa/Privado;Ponteiro atual da Memória de Massa;;;;;;;;;;;;;;;;;;;;;
4ac33e9f479149aca1f877f2a4d92257;1;R;16;TabLeituraLogControl;Input register;51004;;;0;170;0;1;;;;;;;;;Log de sanidade/Privado;Ponteiro atual do Log de Sanidade;;;;;;;;;;;;;;;;;;;;6cb723284b5b4e8e9021b287c18b070d;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38f4ec13828c4f6e9bfa6e2d3acdca60;
6cb723284b5b4e8e9021b287c18b070d;1;R;Bit;TabLeituraBinLogControl;Discrete input;51000;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Log de massa/Privado;Bit de controle de loop do Log de Massa;;;;;;;;;;;;;;;;;;SPS;;;
38f4ec13828c4f6e9bfa6e2d3acdca60;1;R;Bit;TabLeituraBinLogControl;Discrete input;51001;;;0;1;0;1;;;;0=Não\1=Sim;;;;;Log de massa/Privado;Bit de controle de loop do Log de Sanidade;;;;;;;;;;;;;;;;;;SPS;;67ffbb7cbc9b4acb86dcb56025037b46;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d5f19a8fa28c4805ad4869190edbb8ca;
67ffbb7cbc9b4acb86dcb56025037b46;1;RW;16;TabEscritaIntControl;Holding register;51000;;;0;24867;0;1;;;;;;;MMEM;;Log de massa/Privado;Posição do registro da memória de massa que deseja efetuar o download;;;;;;;;;;;;;;;;;;;;;
d5f19a8fa28c4805ad4869190edbb8ca;1;RW;16;TabEscritaIntControl;Holding register;51001;;;0;162;0;1;;;;;;;;;Log de sanidade/Privado;Posição do registro do log de sanidade que deseja efetuar o download;;;;;;;;;;;;;;;;;;;;fd41d05abaa74675943261731b46c331;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ff5d9e43e0b44c85b095f8c0881f8e0a;
fd41d05abaa74675943261731b46c331;0;RW;Bit;TabEscritaBinIntControl;Coil;55100;;;0;1;0;1;;;;0=Desabilita\1=Habilita;;;;;Uso interno;Bit de habilitação do autoincremento do Log de Memória de Massa;;;;;;;;;;;;;;;;;;;;;
ff5d9e43e0b44c85b095f8c0881f8e0a;0;RW;Bit;TabEscritaBinIntControl;Coil;55101;;;0;1;0;1;;;;0=Desabilita\1=Habilita;;;;;Uso interno;Bit de habilitação do autoincremento do Log de Sanidade;;;;;;;;;;;;;;;;;;;;56aaeea4f7c54320bbd528f187e04d61;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1ffd0e7152364b30ba74c00c50fa0624;
56aaeea4f7c54320bbd528f187e04d61;1;R;Bit;TabLeituraBinGenerica;Discrete input;0;Binary input;0;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de falha na escrita da memória flash;Indication of self-diagnosis for fail in flash memory write;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;9166ecd645fe400993cbd60cfd1a5c32;
1ffd0e7152364b30ba74c00c50fa0624;1;R;Bit;TabLeituraBinGenerica;Discrete input;1;Binary input;1;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de falha na escrita na memória flash;Indication of self-diagnosis memory for fail in flash memory writing;;;;;;;;;;;;Debug;;;;;SPS;;733416d895104520926640eb69913fb0;
9166ecd645fe400993cbd60cfd1a5c32;1;R;Bit;TabLeituraBinGenerica;Discrete input;2;Binary input;2;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de falha na parametrização dos relés;Indication of self-diagnosis for fail in relay parameterization;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;f6a6f2bd92ab475ab1c3768630e9d9d1;
733416d895104520926640eb69913fb0;1;R;Bit;TabLeituraBinGenerica;Discrete input;3;Binary input;3;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de falha na parametrização dos relés;Indication of self-diagnosis memory for fail in relay parameterization;;;;;;;;;;;;Debug;;;;;SPS;;c084a3fa3704439ebcda194b558b3c9d;
f6a6f2bd92ab475ab1c3768630e9d9d1;1;R;Bit;TabLeituraBinGenerica;Discrete input;4;Binary input;4;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da parametrização do equipamento;Indication of equipment parameterization quality;;;;;;;;;;;;;;;;;SPS;;ce1eb58be43542038b33f84b449a0e55;
c084a3fa3704439ebcda194b558b3c9d;1;R;Bit;TabLeituraBinGenerica;Discrete input;5;Binary input;5;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de falha da parametrização do equipamento;Indication of self-diagnosis for fail in equipment parameterization;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;d76054c7c7d2480e90385cf84ddf39a1;
ce1eb58be43542038b33f84b449a0e55;1;R;Bit;TabLeituraBinGenerica;Discrete input;6;Binary input;6;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico da parametrização do equipamento;Indication of self-diagnosis memory for fail in equipment parameterization;;;;;;;;;;;;Debug;;;;;SPS;;9b00876c11dd4956a982e9d2af26a17a;
d76054c7c7d2480e90385cf84ddf39a1;1;R;Bit;TabLeituraBinGenerica;Discrete input;7;Binary input;7;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de falha na medição 1v65;Indication of self-diagnosis for fail in 1v65 measurement;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;745719b4933a4fbc8b5875fb1798dcce;
9b00876c11dd4956a982e9d2af26a17a;1;R;Bit;TabLeituraBinGenerica;Discrete input;8;Binary input;8;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de falha na medição 1v65;Indication of self-diagnosis memory for fail in 1v65 measurement;;;;;;;;;;;;Debug;;;;;SPS;;5a4a73787900407d970943ce077a5dce;
745719b4933a4fbc8b5875fb1798dcce;1;R;Bit;TabLeituraBinGenerica;Discrete input;9;Binary input;9;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de falha na medição do TC1;Indication of self-diagnosis for fail in CT1 measurement;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;aeffc45d592c45a6a11eea6827a02624;
5a4a73787900407d970943ce077a5dce;1;R;Bit;TabLeituraBinGenerica;Discrete input;10;Binary input;10;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de falha na medição do TC1;Indication of self-diagnosis memory for fail in CT1 measurement;;;;;;;;;;;;Debug;;;;;SPS;;ced23e0226e04f499b2c4bf329a8f617;
aeffc45d592c45a6a11eea6827a02624;1;R;Bit;TabLeituraBinGenerica;Discrete input;11;Binary input;11;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de overflow do TC1;Indication of self-diagnosis for CT1 overflow;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;37067bbef8bb433cb7f21ac8c3f51035;
ced23e0226e04f499b2c4bf329a8f617;1;R;Bit;TabLeituraBinGenerica;Discrete input;12;Binary input;12;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de overflow do TC1;Indication of self-diagnosis memory for CT1 overflow;;;;;;;;;;;;Debug;;;;;SPS;;92ed2d7dc1dd4a7d8e47f4b86b772f03;
37067bbef8bb433cb7f21ac8c3f51035;1;R;Bit;TabLeituraBinGenerica;Discrete input;13;Binary input;13;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de falha na medição do TC2;Indication of self-diagnosis for fail in CT2 measurement;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;04a408fe5fc44898b3a34db487e5d8ae;
92ed2d7dc1dd4a7d8e47f4b86b772f03;1;R;Bit;TabLeituraBinGenerica;Discrete input;14;Binary input;14;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de falha na medição do TC2;Indication of self-diagnosis memory for fail in CT2 measurement;;;;;;;;;;;;Debug;;;;;SPS;;0380e45057a04d37abe3fec5c7965bc5;
04a408fe5fc44898b3a34db487e5d8ae;1;R;Bit;TabLeituraBinGenerica;Discrete input;15;Binary input;15;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de overflow do TC2;Indication of self-diagnosis for CT2 overflow;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;ebce1a8fa44f425c8fbd8af40866a3bb;
0380e45057a04d37abe3fec5c7965bc5;1;R;Bit;TabLeituraBinGenerica;Discrete input;16;Binary input;16;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de overflow do TC2;Indication of self-diagnosis memory for CT2 overflow;;;;;;;;;;;;Debug;;;;;SPS;;bdff69570eae4f519fd746c8fa68ae85;
ebce1a8fa44f425c8fbd8af40866a3bb;1;R;Bit;TabLeituraBinGenerica;Discrete input;17;Binary input;17;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de falha na medição do TC3;Indication of self-diagnosis for fail in CT3 measurement;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;3cd1940e760c4d92bcd26cfaa6f11cf1;
bdff69570eae4f519fd746c8fa68ae85;1;R;Bit;TabLeituraBinGenerica;Discrete input;18;Binary input;18;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de falha na medição do TC3;Indication of self-diagnosis memory for fail in CT3 measurement;;;;;;;;;;;;Debug;;;;;SPS;;9ae3cd2f7e954905aaab96e157a025a3;
3cd1940e760c4d92bcd26cfaa6f11cf1;1;R;Bit;TabLeituraBinGenerica;Discrete input;19;Binary input;19;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de overflow do TC3;Indication of self-diagnosis for CT3 overflow;;;;;;;;;;;;Autodiagnóstico;;;;;SPS;;2ed2c6a320fa4152bd1c6dd8291bc3f4;
9ae3cd2f7e954905aaab96e157a025a3;1;R;Bit;TabLeituraBinGenerica;Discrete input;20;Binary input;20;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de overflow do TC3;Indication of self-diagnosis memory for CT3 overflow;;;;;;;;;;;;Debug;;;;;SPS;;a0471b4984f842d6ab56f5c1a89ac962;
2ed2c6a320fa4152bd1c6dd8291bc3f4;1;R;Bit;TabLeituraBinGenerica;Discrete input;21;Binary input;21;0;1;0;1;;;;0=Não atuado\1=Atuado;0=Not triggered\1=Triggered;;;;Público;Indicação de status do relé 1;Indication of relay 1 status;;;;;;;;;Relés;Relays;;Geral;;Sim;;;SPS;;2fc149b2fe3343268cecf21c00f1ee97;
a0471b4984f842d6ab56f5c1a89ac962;1;R;Bit;TabLeituraBinGenerica;Discrete input;22;Binary input;22;0;1;0;1;;;;0=Não atuado\1=Atuado;0=Not triggered\1=Triggered;;;;Público;Indicação de status do relé 2;Indication of relay 2 status;;;;;;;;;Relés;Relays;;Geral;;Sim;;;SPS;;b7e5f6d0affd49e3a23349c19b513c6e;
2fc149b2fe3343268cecf21c00f1ee97;1;R;Bit;TabLeituraBinGenerica;Discrete input;23;Binary input;23;0;1;0;1;;;;0=Não atuado\1=Atuado;0=Not triggered\1=Triggered;;;;Público;Indicação de status do relé 3;Indication of relay 3 status;;;;;;;;;Relés;Relays;;Geral;;Sim;;;SPS;;10a376222a6346408d218e322cfbeb17;
b7e5f6d0affd49e3a23349c19b513c6e;1;R;Bit;TabLeituraBinGenerica;Discrete input;24;Binary input;24;0;1;0;1;;;;0=Não atuado\1=Atuado;0=Not triggered\1=Triggered;;;;Público;Indicação de status do relé 4;Indication of relay 4 status;;;;;;;;;Relés;Relays;;Geral;;Sim;;;SPS;;14490a5b33254baf850b6ded84ec545f;
10a376222a6346408d218e322cfbeb17;1;R;Bit;TabLeituraBinGenerica;Discrete input;25;Binary input;25;0;1;0;1;;;;0=Não atuado\1=Atuado;0=Not triggered\1=Triggered;;;;Público;Indicação de status do relé 5;Indication of relay 5 status;;;;;;;;;Relés;Relays;;Geral;;Sim;;;SPS;;806eefaebdaa4433821eacc42360d116;
14490a5b33254baf850b6ded84ec545f;1;R;Bit;TabLeituraBinGenerica;Discrete input;26;Binary input;26;0;1;0;1;;;;0=Não atuado\1=Atuado;0=Not triggered\1=Triggered;;;;Público;Indicação de status do relé 6;Indication of relay 6 status;;;;;;;;;Relés;Relays;;Geral;;Sim;;;SPS;;a09d1ce96a014702840614fdb72f352e;
