UUID;Teste automático;Modo;Tratamento;Tabela (Modbus);Tipo (Modbus);Registrador (Modbus);Tipo (DNP3);Índice (DNP3);Limite inferior;Limite superior;Valor default;Divisor;Unidade pt;Unidade en;Unidade es;Conversão pt;Conversão en;Conversão es;Opcional;Condicional;Nível de acesso;Descrição pt;Descrição en;Descrição es;Display pt;Display en;Display es;Observações;Funcionalidade pt;Funcionalidade en;Funcionalidade es;Grupo pt;Grupo en;Grupo es;Classificação;Gráfico rápido;Histórico de dados;IEC 61850;Link;CDC
9bcd74c0598f41b9a8f7d08041901c03;1;R;0x0004;;Holding register;13;Binary input;66;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS4;;Público;SPS4 : Indicação de autodiagnóstico por erro de programação;SPS4 : Indication of self-diagnosis for programming error;;SPS4_E04;SPS4_E04;SPS4_E04;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS4_$YLTC1$ST$PrgErr$stVal;;CDC
d3b03432e8cd4bd39995313db885dc16;1;R;0x0008;;Holding register;13;Binary input;67;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS4;;Público;SPS4 : Indicação de autodiagnóstico por erro de leitura de tap;SPS4 : Indication of self-diagnosis for tap position reading error;;SPS4_E08;SPS4_E08;SPS4_E08;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS4_$YLTC1$ST$PosErr$stVal;;CDC
d9415ee2bd504492a5610fa46cd2dddc;1;R;0x0010;;Holding register;13;Binary input;68;0;1;;1;;;;;;;SPS4;;Público;SPS4 : Indicação de pronto para mudança de tap;SPS5 : Indication of ready to tap changing;;;;;;;;;;;;;;;SDp_SPS4_$YLTC1$ST$RdyChgPos$stVal;;CDC
dac66e40610242e196e6a3c041d4e47f;1;R;16;;Holding register;14;Analog input;5;2;50;;1;;;;;;;SPS5;;Público;SPS5 : Indicação de posição de tap;SPS5 : Indication of tap position;;;;;ALERTA(Lê valor fora da faixa [63] caso não exista SPS com ADR=5)!!!;;;;Tap;Tap;;Geral;Sim;Sim;SDp_SPS5_$YLTC1$ST$TapPosInd$stVal;;CDC
2ee101cfafe4420197070540bedd6288;1;R;0x0001;;Holding register;15;Binary input;72;0;1;;1;;;;;;;SPS5;;Público;SPS5 : Indicação de modo mestre;SPS5 : Indication of master mode;;SPS5_LED_MESTRE;SPS5_LED_MESTRE;SPS5_LED_MESTRE;;;;;Tap;Tap;;Geral;Sim;Sim;;;CDC
40adf7c8f6cc49a68028b42d286235e5;1;R;0x0002;;Holding register;15;Binary input;73;0;1;;1;;;;;;;SPS5;;Público;SPS5 : Indicação de modo comandado;SPS5 : Indication of follower mode;;SPS5_LED_COMAND.;SPS5_LED_COMAND.;SPS5_LED_COMAND.;;;;;Tap;Tap;;Geral;Sim;Sim;;;CDC
536b252c745f441fb3c15e8a2df9de19;1;R;0x0004;;Holding register;15;Binary input;74;0;1;;1;;;;0=Local\1=Remoto;0=Local\1=Remote;0=Local\1=Remoto;SPS5;;Público;SPS5 : Indicação de modo local/remoto;SPS5 : Indication of local/remote mode;;;;;;;;;Modo;Mode;;Geral;;;SDp_SPS5_$YLTC1$ST$Loc$stVal;;CDC
697a6798d23b4f3782bb216bc4437017;1;R;0x0008;;Holding register;15;Binary input;75;0;1;;1;;;;0=Manual\1=Automático;0=Manual\1=Automatic;0=Manual\1=Automático;SPS5;;Público;SPS5 : Indicação de modo manual/automático;SPS5 : Indication of manual/automatic mode;;SPS5_LED_AUTO/LED_MANUAL;SPS5_LED_AUTO/LED_MANUAL;SPS5_LED_AUTO/LED_MANUAL;;;;;Modo;Mode;;Geral;;;SDp_SPS5_$YLTC1$ST$Auto$stVal;;CDC
bda520a2485c4dcbace9d5766f626358;1;R;0x0010;;Holding register;15;Binary input;76;0;1;;1;;;;0=Fase\1=Banco;0=Phase\1=Bank;0=Fase\1=Banco;SPS5;;Público;SPS5 : Indicação de modo fase individual/banco;SPS5 : Indication of individual phase/bank;;;;;;;;;;;;;;;SDp_SPS5_$YLTC1$ST$ParOp$stVal;;CDC
8bd4c204eb13411caf0901ceac303772;1;R;0x0020;;Holding register;15;Binary input;77;0;1;;1;;;;0=Trifásico\1=Monofásico;0=Three-phase\1=Single-phase;0=Trifásico\1=Monofásico;SPS5;;Público;SPS5 : Indicação de modo trifásico/monofásico;SPS5 : Indication of three-phase/single-phase mode;;;;;;;;;;;;;;;SDp_SPS5_$YLTC1$ST$TrfMod$stVal;;CDC
e424bf959d2449cf8521e7a6db6bf1cc;1;R;0x0001;;Holding register;16;Binary input;80;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS5;;Público;SPS5 : Indicação de autodiagnóstico por erro de sincronismo entre fases;SPS5 : Indication of self-diagnosis for synchronism error between phases;;SPS5_E01;SPS5_E01;SPS5_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS5_$YLTC1$ST$PhSyncErr$stVal;;CDC
